Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,date,valid_day
1503960366,2016-04-12,13162.0,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25.0,13.0,328.0,728.0,1985.0,2016-04-12,True
1503960366,2016-04-13,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,2016-04-13,True
1503960366,2016-04-14,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,2016-04-14,True
1503960366,2016-04-15,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,2016-04-15,True
1503960366,2016-04-16,12669.0,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36.0,10.0,221.0,773.0,1863.0,2016-04-16,True
1503960366,2016-04-17,9705.0,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,0.0,38.0,20.0,164.0,539.0,1728.0,2016-04-17,True
1503960366,2016-04-18,13019.0,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,0.0,42.0,16.0,233.0,1149.0,1921.0,2016-04-18,True
1503960366,2016-04-19,15506.0,9.88000011444092,9.88000011444092,0.0,3.52999997138977,1.32000005245209,5.03000020980835,0.0,50.0,31.0,264.0,775.0,2035.0,2016-04-19,True
1503960366,2016-04-20,10544.0,6.67999982833862,6.67999982833862,0.0,1.96000003814697,0.479999989271164,4.23999977111816,0.0,28.0,12.0,205.0,818.0,1786.0,2016-04-20,True
1503960366,2016-04-21,9819.0,6.34000015258789,6.34000015258789,0.0,1.3400000333786,0.349999994039536,4.65000009536743,0.0,19.0,8.0,211.0,838.0,1775.0,2016-04-21,True
1503960366,2016-04-22,12764.0,8.13000011444092,8.13000011444092,0.0,4.76000022888184,1.12000000476837,2.24000000953674,0.0,66.0,27.0,130.0,1217.0,1827.0,2016-04-22,True
1503960366,2016-04-23,14371.0,9.03999996185303,9.03999996185303,0.0,2.80999994277954,0.870000004768372,5.3600001335144,0.0,41.0,21.0,262.0,732.0,1949.0,2016-04-23,True
1503960366,2016-04-24,10039.0,6.40999984741211,6.40999984741211,0.0,2.92000007629395,0.209999993443489,3.27999997138977,0.0,39.0,5.0,238.0,709.0,1788.0,2016-04-24,True
1503960366,2016-04-25,15355.0,9.80000019073486,9.80000019073486,0.0,5.28999996185303,0.569999992847443,3.94000005722046,0.0,73.0,14.0,216.0,814.0,2013.0,2016-04-25,True
1503960366,2016-04-26,13755.0,8.78999996185303,8.78999996185303,0.0,2.32999992370605,0.920000016689301,5.53999996185303,0.0,31.0,23.0,279.0,833.0,1970.0,2016-04-26,True
1503960366,2016-04-27,18134.0,12.210000038147,12.210000038147,0.0,6.40000009536743,0.409999996423721,5.40999984741211,0.0,78.0,11.0,243.0,1108.0,2159.0,2016-04-27,True
1503960366,2016-04-28,13154.0,8.52999973297119,8.52999973297119,0.0,3.53999996185303,1.1599999666214,3.78999996185303,0.0,48.0,28.0,189.0,782.0,1898.0,2016-04-28,True
1503960366,2016-04-29,11181.0,7.15000009536743,7.15000009536743,0.0,1.05999994277954,0.5,5.57999992370605,0.0,16.0,12.0,243.0,815.0,1837.0,2016-04-29,True
1503960366,2016-04-30,14673.0,9.25,9.25,0.0,3.55999994277954,1.41999995708466,4.26999998092651,0.0,52.0,34.0,217.0,712.0,1947.0,2016-04-30,True
1503960366,2016-05-01,10602.0,6.80999994277954,6.80999994277954,0.0,2.28999996185303,1.60000002384186,2.92000007629395,0.0,33.0,35.0,246.0,730.0,1820.0,2016-05-01,True
1503960366,2016-05-02,14727.0,9.71000003814697,9.71000003814697,0.0,3.21000003814697,0.569999992847443,5.92000007629395,0.0,41.0,15.0,277.0,798.0,2004.0,2016-05-02,True
1503960366,2016-05-03,15103.0,9.65999984741211,9.65999984741211,0.0,3.73000001907349,1.04999995231628,4.88000011444092,0.0,50.0,24.0,254.0,816.0,1990.0,2016-05-03,True
1503960366,2016-05-04,11100.0,7.15000009536743,7.15000009536743,0.0,2.46000003814697,0.870000004768372,3.8199999332428,0.0,36.0,22.0,203.0,1179.0,1819.0,2016-05-04,True
1503960366,2016-05-05,14070.0,8.89999961853027,8.89999961853027,0.0,2.92000007629395,1.08000004291534,4.88000011444092,0.0,45.0,24.0,250.0,857.0,1959.0,2016-05-05,True
1503960366,2016-05-06,12159.0,8.02999973297119,8.02999973297119,0.0,1.97000002861023,0.25,5.80999994277954,0.0,24.0,6.0,289.0,754.0,1896.0,2016-05-06,True
1503960366,2016-05-07,11992.0,7.71000003814697,7.71000003814697,0.0,2.46000003814697,2.11999988555908,3.13000011444092,0.0,37.0,46.0,175.0,833.0,1821.0,2016-05-07,True
1503960366,2016-05-08,10060.0,6.57999992370605,6.57999992370605,0.0,3.52999997138977,0.319999992847443,2.73000001907349,0.0,44.0,8.0,203.0,574.0,1740.0,2016-05-08,True
1503960366,2016-05-09,12022.0,7.71999979019165,7.71999979019165,0.0,3.45000004768372,0.529999971389771,3.74000000953674,0.0,46.0,11.0,206.0,835.0,1819.0,2016-05-09,True
1503960366,2016-05-10,12207.0,7.76999998092651,7.76999998092651,0.0,3.34999990463257,1.1599999666214,3.25999999046326,0.0,46.0,31.0,214.0,746.0,1859.0,2016-05-10,True
1503960366,2016-05-11,12770.0,8.13000011444092,8.13000011444092,0.0,2.55999994277954,1.00999999046326,4.55000019073486,0.0,36.0,23.0,251.0,669.0,1783.0,2016-05-11,True
1503960366,2016-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,0.0,2016-05-12,False
1624580081,2016-04-12,8163.0,5.30999994277954,5.30999994277954,0.0,0.0,0.0,5.30999994277954,0.0,0.0,0.0,146.0,1294.0,1432.0,2016-04-12,True
1624580081,2016-04-13,7007.0,4.55000019073486,4.55000019073486,0.0,0.0,0.0,4.55000019073486,0.0,0.0,0.0,148.0,1292.0,1411.0,2016-04-13,True
1624580081,2016-04-14,9107.0,5.92000007629395,5.92000007629395,0.0,0.0,0.0,5.90999984741211,0.0099999997764825,0.0,0.0,236.0,1204.0,1572.0,2016-04-14,True
1624580081,2016-04-15,1510.0,0.980000019073486,0.980000019073486,0.0,0.0,0.0,0.970000028610229,0.0,0.0,0.0,96.0,1344.0,1344.0,2016-04-15,True
1624580081,2016-04-16,5370.0,3.49000000953674,3.49000000953674,0.0,0.0,0.0,3.49000000953674,0.0,0.0,0.0,176.0,1264.0,1463.0,2016-04-16,True
1624580081,2016-04-17,6175.0,4.05999994277954,4.05999994277954,0.0,1.02999997138977,1.51999998092651,1.49000000953674,0.0099999997764825,15.0,22.0,127.0,1276.0,1554.0,2016-04-17,True
1624580081,2016-04-18,10536.0,7.40999984741211,7.40999984741211,0.0,2.15000009536743,0.620000004768372,4.61999988555908,0.0099999997764825,17.0,7.0,202.0,1214.0,1604.0,2016-04-18,True
1624580081,2016-04-19,2916.0,1.89999997615814,1.89999997615814,0.0,0.0,0.0,1.89999997615814,0.0,0.0,0.0,141.0,1299.0,1435.0,2016-04-19,True
1624580081,2016-04-20,4974.0,3.23000001907349,3.23000001907349,0.0,0.0,0.0,3.23000001907349,0.0,0.0,0.0,151.0,1289.0,1446.0,2016-04-20,True
1624580081,2016-04-21,6349.0,4.13000011444092,4.13000011444092,0.0,0.0,0.0,4.1100001335144,0.0199999995529652,0.0,0.0,186.0,1254.0,1467.0,2016-04-21,True
1624580081,2016-04-22,4026.0,2.61999988555908,2.61999988555908,0.0,0.0,0.0,2.59999990463257,0.0,0.0,0.0,199.0,1241.0,1470.0,2016-04-22,True
1624580081,2016-04-23,8538.0,5.55000019073486,5.55000019073486,0.0,0.0,0.0,5.53999996185303,0.0099999997764825,0.0,0.0,227.0,1213.0,1562.0,2016-04-23,True
1624580081,2016-04-24,6076.0,3.95000004768372,3.95000004768372,0.0,1.14999997615814,0.910000026226044,1.88999998569489,0.0,16.0,18.0,185.0,1221.0,1617.0,2016-04-24,True
1624580081,2016-04-25,6497.0,4.21999979019165,4.21999979019165,0.0,0.0,0.0,4.19999980926514,0.0199999995529652,0.0,0.0,202.0,1238.0,1492.0,2016-04-25,True
1624580081,2016-04-26,2826.0,1.8400000333786,1.8400000333786,0.0,0.0,0.0,1.83000004291534,0.0099999997764825,0.0,0.0,140.0,1300.0,1402.0,2016-04-26,True
1624580081,2016-04-27,8367.0,5.44000005722046,5.44000005722046,0.0,1.11000001430511,1.87000000476837,2.46000003814697,0.0,17.0,36.0,154.0,1233.0,1670.0,2016-04-27,True
1624580081,2016-04-28,2759.0,1.78999996185303,1.78999996185303,0.0,0.0,0.200000002980232,1.60000002384186,0.0,0.0,5.0,115.0,1320.0,1401.0,2016-04-28,True
1624580081,2016-04-29,2390.0,1.54999995231628,1.54999995231628,0.0,0.0,0.0,1.54999995231628,0.0,0.0,0.0,150.0,1290.0,1404.0,2016-04-29,True
1624580081,2016-04-30,6474.0,4.30000019073486,4.30000019073486,0.0,0.899999976158142,1.27999997138977,2.11999988555908,0.0099999997764825,11.0,23.0,224.0,1182.0,1655.0,2016-04-30,True
1624580081,2016-05-01,36019.0,28.0300006866455,28.0300006866455,0.0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186.0,63.0,171.0,1020.0,2690.0,2016-05-01,True
1624580081,2016-05-02,7155.0,4.92999982833862,4.92999982833862,0.0,0.860000014305115,0.589999973773956,3.47000002861023,0.0,7.0,6.0,166.0,1261.0,1497.0,2016-05-02,True
1624580081,2016-05-03,2100.0,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.3400000333786,0.0199999995529652,0.0,0.0,96.0,1344.0,1334.0,2016-05-03,True
1624580081,2016-05-04,2193.0,1.42999994754791,1.42999994754791,0.0,0.0,0.0,1.41999995708466,0.0,0.0,0.0,118.0,1322.0,1368.0,2016-05-04,True
1624580081,2016-05-05,2470.0,1.61000001430511,1.61000001430511,0.0,0.0,0.0,1.58000004291534,0.0199999995529652,0.0,0.0,117.0,1323.0,1370.0,2016-05-05,True
1624580081,2016-05-06,1727.0,1.12000000476837,1.12000000476837,0.0,0.0,0.0,1.12000000476837,0.0099999997764825,0.0,0.0,102.0,1338.0,1341.0,2016-05-06,True
1624580081,2016-05-07,2104.0,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.37000000476837,0.0,0.0,0.0,182.0,1258.0,1474.0,2016-05-07,True
1624580081,2016-05-08,3427.0,2.23000001907349,2.23000001907349,0.0,0.0,0.0,2.22000002861023,0.0,0.0,0.0,152.0,1288.0,1427.0,2016-05-08,True
1624580081,2016-05-09,1732.0,1.12999999523163,1.12999999523163,0.0,0.0,0.0,1.12999999523163,0.0,0.0,0.0,91.0,1349.0,1328.0,2016-05-09,True
1624580081,2016-05-10,2969.0,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.0099999997764825,0.0,0.0,139.0,1301.0,1393.0,2016-05-10,True
1624580081,2016-05-11,3134.0,2.03999996185303,2.03999996185303,0.0,0.0,0.0,2.03999996185303,0.0,0.0,0.0,112.0,1328.0,1359.0,2016-05-11,True
1624580081,2016-05-12,2971.0,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.0099999997764825,0.0,0.0,107.0,890.0,1002.0,2016-05-12,True
1644430081,2016-04-12,10694.0,7.76999998092651,7.76999998092651,0.0,0.140000000596046,2.29999995231628,5.32999992370605,0.0,2.0,51.0,256.0,1131.0,3199.0,2016-04-12,True
1644430081,2016-04-13,8001.0,5.82000017166138,5.82000017166138,0.0,2.27999997138977,0.899999976158142,2.64000010490417,0.0,30.0,16.0,135.0,1259.0,2902.0,2016-04-13,True
1644430081,2016-04-14,11037.0,8.02000045776367,8.02000045776367,0.0,0.360000014305115,2.55999994277954,5.09999990463257,0.0,5.0,58.0,252.0,1125.0,3226.0,2016-04-14,True
